language	diff	surp_initial	surp_final	surp_avg	length_avg	p_value	n_permutations
ekk	-0.2930971259656152	4.378379456374956	4.085282330409341	4.29884987294386	6.269565217391304	0.00376	100000
ell	-0.5540362331408235	4.348509940331575	3.7944737071907517	4.105379209908519	6.427350427350428	0.0	100000
enf	-0.4800137467530323	4.848969328930589	4.3689555821775565	4.601257952858531	5.438775510204081	1e-05	100000
eng	-0.3935880663371316	5.055712262789408	4.662124196452276	4.854570365345518	4.861386138613861	0.00027	100000
ess	-0.5401715448272721	4.229743814695449	3.6895722698681768	4.07841854820386	8.7	0.0	100000
eus	-0.21854923555095418	4.465508840796317	4.246959605245363	4.3741611414877255	5.8203125	0.01209	100000
evn	-0.5940257317559308	4.459237320940948	3.8652115891850176	4.228556688831212	7.203252032520325	0.0	100000
fin	-0.2733188843169403	4.1806019414736015	3.9072830571566612	4.16694980604474	6.4298245614035086	0.0009	100000
fra	-0.06136723057552196	4.981448523141926	4.920081292566404	4.935638015769485	4.992307692307692	0.55031	100000
gld	-0.2689994305690826	4.585160244437998	4.316160813868915	4.485115173075784	6.653061224489796	0.01107	100000
gle	-0.3931484944900969	5.1358926367466715	4.742744142256575	4.9116020556312305	5.725806451612903	3e-05	100000
heb	-0.17560784244834604	4.232646770937793	4.057038928489447	4.238505174159261	5.158878504672897	0.03973	100000
hin	-0.9666732709893475	5.29937786423277	4.332704593243422	4.7845806797235095	7.14	0.0	100000
hrv	-0.5031360435183672	4.558165975407152	4.055029931888785	4.298495146080556	6.443548387096774	0.0	100000
hun	-0.052931115362380154	4.671368990639846	4.618437875277466	4.676641509444625	5.825	0.39018	100000
hye	-0.37183608475290786	5.020724499851098	4.64888841509819	4.805911591023575	5.962962962962963	0.00051	100000
isl	-0.4396204835090094	4.8552878233660826	4.415667339857073	4.696055472398149	5.982608695652174	2e-05	100000
ita	-0.7326732000922016	4.594819024912553	3.8621458248203515	4.282336164170423	6.5984251968503935	0.0	100000
itl	-0.26053950013341076	4.725138086671229	4.464598586537818	4.57787871382258	6.418918918918919	0.01145	100000
jpn	-0.3929117513738385	4.460841403951509	4.0679296525776705	4.309523137761329	6.287037037037037	0.00015	100000
kal	0.16315103203956216	3.9081237707761334	4.0712748028156955	4.037186494103751	8.357142857142858	0.07011	100000
kan	-0.18247524114331615	4.795998198954577	4.613522957811261	4.786417583985165	6.415841584158416	0.02591	100000
kat	-0.6833727384304664	4.77636808772018	4.092995349289714	4.490176397942114	6.660869565217391	0.0	100000
kaz	-0.12414135457103903	4.482002756124014	4.357861401552975	4.455598055219135	6.161538461538462	0.19292	100000
kca	-0.5702462298640798	4.663622733808699	4.0933765039446195	4.392550244501658	6.107843137254902	0.0	100000
ket	-0.2532233550262992	5.025221582787033	4.771998227760734	4.877537939378193	5.12	0.03515	100000
khk	-0.20852164076312363	4.725428573217261	4.5169069324541375	4.686985933903512	5.830645161290323	0.03392	100000
kmr	-0.3627480081872001	4.823904070136868	4.4611560619496675	4.643424994724911	6.172727272727273	0.00042	100000
koi	-0.6166002495208662	5.0389661870236075	4.422365937502741	4.71747285424144	5.660550458715596	0.0	100000
kor	-0.3299690254637442	4.838383302402064	4.5084142769383195	4.706164825452789	6.019047619047619	0.00102	100000
kpv	-0.6243541045495657	4.93036630955356	4.306012205003994	4.659660017391626	5.350877192982456	0.0	100000
krl	-0.15335138129217185	4.175571173656987	4.022219792364815	4.13709977941052	6.312977099236641	0.04406	100000
lat	-0.5160799119861901	4.631882819325117	4.115802907338927	4.442558939283457	7.224299065420561	0.0	100000
lav	-0.4894452441220327	4.642897804427627	4.1534525603055945	4.381401277983228	6.75	0.0	100000
lbe	-0.6076594578969239	4.80687676258529	4.199217304688366	4.466134111882621	6.81981981981982	0.0	100000
lez	-0.5283394121814071	5.213353907396266	4.685014495214859	4.812362671970115	5.627272727272727	3e-05	100000
lit	-0.8111879965104585	5.248079054895108	4.436891058384649	4.8921751428501254	7.328467153284672	0.0	100000
liv	-0.20654953128003317	4.870805466883485	4.664255935603451	4.7285866982884	6.0578512396694215	0.04332	100000
mal	0.13175205411309854	4.3350433483519675	4.466795402465066	4.398689362501947	8.903846153846153	0.28244	100000
mdf	-0.36313025658590714	4.725280234374498	4.362149977788591	4.629915972039481	6.12280701754386	0.00072	100000
mhr	-0.4911115843625291	4.621929799304122	4.130818214941593	4.396393500800643	5.723214285714286	2e-05	100000
mnc	-0.5685363187119084	4.541915447480213	3.973379128768305	4.28839324373581	6.821917808219178	0.0	100000
mns	-0.10864741695778601	4.4826860634774786	4.3740386465196925	4.421249735201213	7.553571428571429	0.27831	100000
mrj	-0.2497378527953913	4.729795961490723	4.4800581086953315	4.614612674233826	6.066115702479339	0.01987	100000
myv	-0.27497924119234085	4.574700355139517	4.299721113947176	4.551375154642359	6.339285714285714	0.00604	100000
nio	-0.5693180790780081	5.051839967781589	4.482521888703581	4.802079351673681	7.033333333333333	0.0	100000
niv	-0.3197374355708451	5.184685630240339	4.864948194669494	4.992668194366477	4.757894736842105	0.00339	100000
nld	-0.44150857109772357	4.9980133571819945	4.556504786084271	4.809828164784298	5.719298245614035	1e-05	100000
nor	-0.6035086134873806	5.089743124195704	4.486234510708323	4.81984147870221	5.456896551724138	0.0	100000
olo	-0.070028144869827	4.382651470104853	4.312623325235026	4.448133403816276	6.304347826086956	0.39871	100000
oss	-0.5758757207669367	5.0427153532692435	4.466839632502307	4.801312724210116	6.690476190476191	0.0	100000
pbu	-0.46188470002204873	5.037652323318623	4.575767623296574	4.755642477842627	6.297297297297297	0.00048	100000
pes	-0.3673982941587015	4.622192811766801	4.2547945176081	4.448002812183184	7.379032258064516	0.00028	100000
pol	-0.35360989485468153	4.974557946054708	4.620948051200027	4.818963757914211	5.6875	3e-05	100000
por	-0.7071945247196014	5.1225355084295625	4.415340983709961	4.8135607059775625	6.007936507936508	0.0	100000
ron	0.027991624454187125	4.712669775054211	4.740661399508398	4.704846800484369	5.692913385826771	0.83394	100000
rus	-0.3623967467569855	5.282684687929216	4.920287941172231	5.1234019620745785	6.186274509803922	0.0	100000
sah	-0.1669043318711898	4.547231616106809	4.380327284235619	4.5011300119184545	5.884955752212389	0.09202	100000
sel	-0.9434528888785656	4.919660202643228	3.9762073137646623	4.446058475230106	6.733333333333333	0.0	100000
sjd	0.36789413273660276	4.254876648467748	4.622770781204351	4.5172610369319255	6.475409836065574	0.00021	100000
slk	-0.39219871996551525	4.743650284762024	4.351451564796509	4.553565266247719	6.080645161290323	6e-05	100000
slv	-0.5134157088308609	4.586842992378003	4.073427283547142	4.283264599388295	6.654545454545454	0.0	100000
sma	-0.9996806841290571	5.065827452864743	4.066146768735686	4.638665547166002	7.547008547008547	0.0	100000
sme	-0.16016846199035584	4.444713815498352	4.284545353507996	4.426657419485516	7.24	0.03556	100000
smj	-0.11833313651171018	4.534753506559426	4.416420370047716	4.502953904045747	7.503875968992248	0.03872	100000
smn	-0.04698977333126653	4.4985255119656085	4.451535738634342	4.511775048043993	6.372727272727273	0.48308	100000
sms	-0.1400518959847048	5.070979195746821	4.930927299762116	5.145509496806324	7.130434782608695	0.13429	100000
spa	-0.668045328619439	4.561382420366675	3.893337091747236	4.28242586888664	6.222222222222222	0.0	100000
sqi	-0.4787147208961118	4.9566868251178695	4.477972104221758	4.72217309745664	5.307017543859649	0.0	100000
swe	-0.33449759489851516	4.986217101154432	4.651719506255917	4.88550218901239	6.040983606557377	0.00027	100000
tam	0.014724479773760457	4.3414019230287755	4.356126402802536	4.375646892493014	7.900990099009901	0.87258	100000
tat	-0.22598391829053188	4.780279306842391	4.554295388551859	4.7115540185545255	5.401709401709402	0.01541	100000
tel	-0.5622411646971095	4.704244054324893	4.142002889627784	4.4783764503548475	7.683168316831683	0.0	100000
tur	-0.34704204575449626	4.509710840780098	4.162668795025602	4.378940552046923	6.084033613445378	0.00133	100000
udm	-0.6603372091534512	4.935053101764328	4.274715892610877	4.642865087811289	5.672413793103448	0.0	100000
ukr	-0.7513882485647052	5.098080814301021	4.346692565736316	4.666849297732903	6.314285714285714	0.0	100000
uzn	-0.5342260167879225	4.761983457694646	4.227757440906723	4.507634191380607	5.990196078431373	1e-05	100000
vep	0.1461487791559719	4.451938821424593	4.598087600580565	4.600884980691207	5.747747747747748	0.37277	100000
xal	-0.6315178061879827	5.042183245434649	4.410665439246666	4.746782218552534	6.178571428571429	0.0	100000
ykg	-0.31844297305050606	4.581884450311699	4.263441477261193	4.490814914627466	7.454545454545454	0.00023	100000
yrk	-0.21734384501410986	4.914273947859046	4.696930102844936	4.803884437594606	6.560344827586207	0.03724	100000
yux	-0.18018497652389787	4.579658498525092	4.399473522001194	4.546328920389991	6.116279069767442	0.01311	100000
